,character_name,world_name,character_gender,character_class,character_level,cash_item_equipment_part,cash_item_name,cash_item_label
72,케인WWE챔프,엘리시움,남,배틀메이지,295,모자,오늘은 강아지!,
73,케인WWE챔프,엘리시움,남,배틀메이지,295,얼굴장식,메론맛 아이스바,
74,케인WWE챔프,엘리시움,남,배틀메이지,295,한벌옷,세일러복,
75,케인WWE챔프,엘리시움,남,배틀메이지,295,신발,진 천사 수면양말,
76,케인WWE챔프,엘리시움,남,배틀메이지,295,장갑,투명 장갑,
77,케인WWE챔프,엘리시움,남,배틀메이지,295,망토,아기강아지 쏭이,
78,케인WWE챔프,엘리시움,남,배틀메이지,295,무기,더키 튜브,
79,갓지훈,베라,남,나이트로드,295,모자,바크 모자,
80,갓지훈,베라,남,나이트로드,295,얼굴장식,탱글 빵 얼굴,
81,갓지훈,베라,남,나이트로드,295,한벌옷,바크 슈트,
82,갓지훈,베라,남,나이트로드,295,신발,[BTS] 사일런트 나이트,
83,갓지훈,베라,남,나이트로드,295,장갑,바크 장갑,
84,갓지훈,베라,남,나이트로드,295,망토,바크 날개,
85,갓지훈,베라,남,나이트로드,295,무기,투명 무기,
86,갓지훈,베라,남,나이트로드,295,반지,일루전 링 : 보따리 원숭이,
87,o우르키오라o,제니스,남,은월,295,모자,메르헨 프린스,마스터라벨
88,o우르키오라o,제니스,남,은월,295,얼굴장식,홍조 깨비깨비,
89,o우르키오라o,제니스,남,은월,295,눈장식,투명 안경,
90,o우르키오라o,제니스,남,은월,295,귀고리,투명 귀고리,
91,o우르키오라o,제니스,남,은월,295,한벌옷,별의 소원,마스터라벨
92,o우르키오라o,제니스,남,은월,295,신발,카트시 부츠,마스터라벨
93,o우르키오라o,제니스,남,은월,295,장갑,하트리본 글러브,
94,o우르키오라o,제니스,남,은월,295,망토,메르헨 캐슬,마스터라벨
95,o우르키오라o,제니스,남,은월,295,무기,페어리 래빗,마스터라벨
96,o우르키오라o,제니스,남,은월,295,반지,경험치 부스트 링(15%),
97,o우르키오라o,제니스,남,은월,295,반지,혈맹의 반지,
98,o우르키오라o,제니스,남,은월,295,반지,메이프릴 명찰 반지,
99,o우르키오라o,제니스,남,은월,295,반지,메이프릴 말풍선 반지,
100,최무등,베라,여,패스파인더,295,모자,커스드 헌터 후드,
101,최무등,베라,여,패스파인더,295,한벌옷,커스드 헌터,
102,최무등,베라,여,패스파인더,295,신발,투명 신발,
103,최무등,베라,여,패스파인더,295,망토,사라사,
104,최무등,베라,여,패스파인더,295,무기,모험가 패스파인더 활,
105,압도,베라,여,듀얼블레이더,295,모자,쫑긋 레이스캡,스페셜라벨
106,압도,베라,여,듀얼블레이더,295,한벌옷,바나나 푸딩,스페셜라벨
107,압도,베라,여,듀얼블레이더,295,신발,투명 신발,
108,압도,베라,여,듀얼블레이더,295,망토,퓨어 딜라이트,스페셜라벨
109,압도,베라,여,듀얼블레이더,295,무기,투명 무기,
110,벨벨,엘리시움,남,스트라이커,295,모자,티파티 왕리본,레드라벨
111,벨벨,엘리시움,남,스트라이커,295,얼굴장식,은은한 발그레,
112,벨벨,엘리시움,남,스트라이커,295,한벌옷,환상 에스텔,스페셜라벨
113,벨벨,엘리시움,남,스트라이커,295,신발,별빛 걸음,마스터라벨
114,벨벨,엘리시움,남,스트라이커,295,장갑,투명 장갑,
115,벨벨,엘리시움,남,스트라이커,295,망토,피어라 눈꽃,스페셜라벨
116,벨벨,엘리시움,남,스트라이커,295,무기,야누스의 검,
117,벨벨,엘리시움,남,스트라이커,295,반지,빅토리 명찰 반지,
118,벨벨,엘리시움,남,스트라이커,295,반지,빅토리 말풍선 반지,
119,벨벨,엘리시움,남,스트라이커,295,반지,레인보우 스타 반지,
120,징베,크로아,남,캡틴,295,모자,가면신사의 모자,
121,징베,크로아,남,캡틴,295,눈장식,투명 안경,
122,징베,크로아,남,캡틴,295,귀고리,[BTS] 블랙 샹들리에,
123,징베,크로아,남,캡틴,295,상의,검은 정장,
124,징베,크로아,남,캡틴,295,하의,검은 정장 바지,
125,징베,크로아,남,캡틴,295,신발,별빛 걸음,마스터라벨
126,징베,크로아,남,캡틴,295,장갑,투명 장갑,
127,징베,크로아,남,캡틴,295,망토,악몽 경계,마스터라벨
128,징베,크로아,남,캡틴,295,무기,죽음의 데스,마스터라벨
129,징베,크로아,남,캡틴,295,반지,DREAMER 말풍선 반지,
130,징베,크로아,남,캡틴,295,반지,DREAMER 명찰 반지,
131,징베,크로아,남,캡틴,295,반지,혈맹의 반지,
132,징베,크로아,남,캡틴,295,반지,경험치 부스트 링(15%),
133,김솔밤,베라,남,다크나이트,295,모자,투명 모자,
134,김솔밤,베라,남,다크나이트,295,얼굴장식,투명 얼굴장식,
135,김솔밤,베라,남,다크나이트,295,눈장식,투명 안경,
136,김솔밤,베라,남,다크나이트,295,귀고리,투명 귀고리,
137,김솔밤,베라,남,다크나이트,295,한벌옷,블랙 삼각 수영복,
138,김솔밤,베라,남,다크나이트,295,신발,투명 신발,
139,김솔밤,베라,남,다크나이트,295,장갑,투명 장갑,
140,김솔밤,베라,남,다크나이트,295,망토,투명 망토,
141,김솔밤,베라,남,다크나이트,295,무기,마스터 타임,마스터라벨
142,김솔밤,베라,남,다크나이트,295,반지,경험치 부스트 링(15%),
143,김솔밤,베라,남,다크나이트,295,반지,혈맹의 반지,
144,김솔밤,베라,남,다크나이트,295,반지,히어로즈 검은 마법사 말풍선 반지,
145,김솔밤,베라,남,다크나이트,295,반지,메이플 아이돌 명찰 반지,
146,혜넹,이노시스,여,일리움,295,모자,은호,
147,혜넹,이노시스,여,일리움,295,한벌옷,나이트 매지션,
148,혜넹,이노시스,여,일리움,295,신발,투명 신발,
149,혜넹,이노시스,여,일리움,295,망토,수호 날개,스페셜라벨
150,혜넹,이노시스,여,일리움,295,무기,매직 워드,
151,빅시커,베라,여,엔젤릭버스터,295,무기,영웅 아란 폴암,
152,빅시커,베라,여,엔젤릭버스터,295,반지,메이플 아이돌 말풍선 반지,
153,빅시커,베라,여,엔젤릭버스터,295,반지,메이플 아이돌 명찰 반지,
154,몽둥이여사님,루나,여,비숍,295,모자,수박 머리띠,
155,몽둥이여사님,루나,여,비숍,295,한벌옷,수박 샤베트,
156,몽둥이여사님,루나,여,비숍,295,신발,환상 해변가 슈즈,
157,몽둥이여사님,루나,여,비숍,295,망토,솜 눈꽃,
158,몽둥이여사님,루나,여,비숍,295,무기,봄 바람개비,
159,별왕,크로아,여,카데나,295,모자,신비한 모자,블랙라벨
160,별왕,크로아,여,카데나,295,눈장식,동글이 안경,
161,별왕,크로아,여,카데나,295,한벌옷,어둠의 심판자,스페셜라벨
162,별왕,크로아,여,카데나,295,신발,카멜리아 구두,블랙라벨
163,별왕,크로아,여,카데나,295,망토,검은 늑대 예프넨 코트,
164,별왕,크로아,여,카데나,295,무기,용랑제구봉,
165,걍조,스카니아,남,듀얼블레이더,295,모자,매지컬 리본,스페셜라벨
166,걍조,스카니아,남,듀얼블레이더,295,얼굴장식,홍조 깨비깨비,
167,걍조,스카니아,남,듀얼블레이더,295,한벌옷,차원 감시자,
168,걍조,스카니아,남,듀얼블레이더,295,신발,별빛 걸음,마스터라벨
169,걍조,스카니아,남,듀얼블레이더,295,장갑,투명 장갑,
170,걍조,스카니아,남,듀얼블레이더,295,망토,은하수의 밤,스페셜라벨
171,걍조,스카니아,남,듀얼블레이더,295,무기,베에모트의 검,
172,걍조,스카니아,남,듀얼블레이더,295,반지,일루전 링 : 토끼 허스키,
173,식초,크로아,남,듀얼블레이더,295,모자,화이트초코 바니,스페셜라벨
174,식초,크로아,남,듀얼블레이더,295,얼굴장식,별나라 깨비깨비,
175,식초,크로아,남,듀얼블레이더,295,눈장식,투명 안경,
176,식초,크로아,남,듀얼블레이더,295,한벌옷,팅키 베이스볼,레드라벨
177,식초,크로아,남,듀얼블레이더,295,신발,투명 신발,
178,식초,크로아,남,듀얼블레이더,295,망토,토끼곰 캠핑가방,블랙라벨
179,식초,크로아,남,듀얼블레이더,295,무기,슈퍼스타 마이크,스페셜라벨
180,식초,크로아,남,듀얼블레이더,295,반지,글로리 명찰 반지,
181,식초,크로아,남,듀얼블레이더,295,반지,글로리 말풍선 반지,
182,곤주,엘리시움,남,"아크메이지(불,독)",295,모자,매직 유니콩,
183,곤주,엘리시움,남,"아크메이지(불,독)",295,얼굴장식,마녀고양이 얼굴장식,
184,곤주,엘리시움,남,"아크메이지(불,독)",295,눈장식,머스커레이드,
185,곤주,엘리시움,남,"아크메이지(불,독)",295,한벌옷,마농의 꿈,
186,곤주,엘리시움,남,"아크메이지(불,독)",295,신발,정열적인 스텝,
187,곤주,엘리시움,남,"아크메이지(불,독)",295,망토,웡키의 날개,
188,곤주,엘리시움,남,"아크메이지(불,독)",295,무기,슈가 크러쉬,
189,곤주,엘리시움,남,"아크메이지(불,독)",295,반지,V 명찰 반지,
190,곤주,엘리시움,남,"아크메이지(불,독)",295,반지,레인보우 스타 반지,
191,허경영,루나,남,메카닉,295,모자,달콤 호박별,스페셜라벨
192,허경영,루나,남,메카닉,295,얼굴장식,별나라 깨비깨비,
193,허경영,루나,남,메카닉,295,눈장식,엘 클리어 샤인,
194,허경영,루나,남,메카닉,295,한벌옷,하트냥이 한벌옷,
195,허경영,루나,남,메카닉,295,신발,투명 신발,
196,허경영,루나,남,메카닉,295,망토,하트냥이 낚싯대,
197,허경영,루나,남,메카닉,295,무기,하트냥이 그릇,
198,광선,엘리시움,남,제논,295,모자,매지컬 리본,스페셜라벨
199,광선,엘리시움,남,제논,295,한벌옷,캐모마일 티타임,
200,광선,엘리시움,남,제논,295,신발,별빛 걸음,마스터라벨
201,광선,엘리시움,남,제논,295,망토,오르비스 프레이,
202,광선,엘리시움,남,제논,295,무기,투명 무기,
203,광선,엘리시움,남,제논,295,반지,오베론 말풍선 반지,
204,광선,엘리시움,남,제논,295,반지,오베론 명찰 반지,
205,보나냥냥,베라,남,제논,295,모자,기억의 갈래,
206,보나냥냥,베라,남,제논,295,얼굴장식,인형핑크,
207,보나냥냥,베라,남,제논,295,눈장식,투명 안경,
208,보나냥냥,베라,남,제논,295,귀고리,투명 귀고리,
209,보나냥냥,베라,남,제논,295,한벌옷,호수 물결,
210,보나냥냥,베라,남,제논,295,신발,신기루 자욱,
211,보나냥냥,베라,남,제논,295,장갑,투명 장갑,
212,보나냥냥,베라,남,제논,295,망토,에르다의 빛,
213,보나냥냥,베라,남,제논,295,방패,투명 방패,
214,보나냥냥,베라,남,제논,295,무기,망각의 등불,
215,보나냥냥,베라,남,제논,295,반지,메이플 아이돌 명찰 반지,
216,보나냥냥,베라,남,제논,295,반지,메이플 아이돌 말풍선 반지,
217,보나냥냥,베라,남,제논,295,반지,혈맹의 반지,
218,Lacheln,엘리시움,남,은월,294,모자,투명 모자,
219,Lacheln,엘리시움,남,은월,294,눈장식,투명 안경,
220,Lacheln,엘리시움,남,은월,294,한벌옷,로얄 미스틱 제복,
221,Lacheln,엘리시움,남,은월,294,신발,투명 신발,
222,Lacheln,엘리시움,남,은월,294,망토,투명 망토,
223,Lacheln,엘리시움,남,은월,294,무기,투명 무기,
224,Lacheln,엘리시움,남,은월,294,반지,일루전 링 : 모자 원숭이,
225,시바개,오로라,남,아란,294,모자,눈의 군주,마스터라벨
226,시바개,오로라,남,아란,294,한벌옷,차원 감시자,
227,시바개,오로라,남,아란,294,신발,투명 신발,
228,시바개,오로라,남,아란,294,망토,은하수의 밤,스페셜라벨
229,시바개,오로라,남,아란,294,무기,은반의 장미,블랙라벨
230,시바개,오로라,남,아란,294,반지,아란 명찰 반지,
231,시바개,오로라,남,아란,294,반지,아란 말풍선 반지,
232,가람,스카니아,남,소울마스터,294,모자,투명 모자,
233,가람,스카니아,남,소울마스터,294,얼굴장식,단감 홍조,
234,가람,스카니아,남,소울마스터,294,눈장식,매력만쩜,
235,가람,스카니아,남,소울마스터,294,귀고리,투명 귀고리,
236,가람,스카니아,남,소울마스터,294,한벌옷,프레피 멜빵,
237,가람,스카니아,남,소울마스터,294,신발,별빛 걸음,마스터라벨
238,가람,스카니아,남,소울마스터,294,장갑,투명 장갑,
239,가람,스카니아,남,소울마스터,294,망토,투명 망토,
240,가람,스카니아,남,소울마스터,294,무기,야구배트,블랙라벨
241,가람,스카니아,남,소울마스터,294,반지,혈맹의 반지,
242,가람,스카니아,남,소울마스터,294,반지,경험치 부스트 링(15%),
243,엑스퍼트,크로아,남,바이퍼,294,모자,폴라 껨디 탈,
244,엑스퍼트,크로아,남,바이퍼,294,얼굴장식,홍조,
245,엑스퍼트,크로아,남,바이퍼,294,눈장식,투명 안경,
246,엑스퍼트,크로아,남,바이퍼,294,한벌옷,하프물범 인형옷,
247,엑스퍼트,크로아,남,바이퍼,294,신발,지식의 흐름,
248,엑스퍼트,크로아,남,바이퍼,294,장갑,하프물범 인형장갑,
249,엑스퍼트,크로아,남,바이퍼,294,망토,아기강아지 쏭이,
250,엑스퍼트,크로아,남,바이퍼,294,무기,작은 해달 조개,
251,Baddy,스카니아,남,메카닉,294,모자,그늘의 전언,스페셜라벨
252,Baddy,스카니아,남,메카닉,294,얼굴장식,낡은 해골 마스크,
253,Baddy,스카니아,남,메카닉,294,눈장식,붕대 눈가리개,
254,Baddy,스카니아,남,메카닉,294,한벌옷,다크 슈트,
255,Baddy,스카니아,남,메카닉,294,신발,나폴레옹 부츠,
256,Baddy,스카니아,남,메카닉,294,망토,마지막 심판,스페셜라벨
257,Baddy,스카니아,남,메카닉,294,무기,피의 서약,마스터라벨
258,거대똥파리,스카니아,여,아델,294,모자,투명 모자,
259,거대똥파리,스카니아,여,아델,294,얼굴장식,카리아인 메이크업,
260,거대똥파리,스카니아,여,아델,294,눈장식,네오 글라스,
261,거대똥파리,스카니아,여,아델,294,귀고리,투명 귀고리,
262,거대똥파리,스카니아,여,아델,294,한벌옷,귀신옷,
263,거대똥파리,스카니아,여,아델,294,신발,검은 가죽부츠,
264,거대똥파리,스카니아,여,아델,294,망토,에메랄드 날개,
265,거대똥파리,스카니아,여,아델,294,무기,응가 막대,
266,거대똥파리,스카니아,여,아델,294,반지,히어로즈 검은 마법사 말풍선 반지,
267,Kiss예진,엘리시움,여,아델,294,모자,마이 퀸 티아라,
268,Kiss예진,엘리시움,여,아델,294,얼굴장식,인형핑크,
269,Kiss예진,엘리시움,여,아델,294,눈장식,투명 안경,
270,Kiss예진,엘리시움,여,아델,294,귀고리,투명 귀고리,
271,Kiss예진,엘리시움,여,아델,294,한벌옷,엔들리스 드림,
272,Kiss예진,엘리시움,여,아델,294,신발,속박의 매듭,
273,Kiss예진,엘리시움,여,아델,294,장갑,투명 장갑,
274,Kiss예진,엘리시움,여,아델,294,망토,한밤의 축제,
275,Kiss예진,엘리시움,여,아델,294,무기,악몽 시계,
276,Kiss예진,엘리시움,여,아델,294,반지,혈맹의 반지,
277,Kiss예진,엘리시움,여,아델,294,반지,경험치 부스트 링(15%),
278,Kiss예진,엘리시움,여,아델,294,반지,DREAMER 명찰 반지,
279,Kiss예진,엘리시움,여,아델,294,반지,DREAMER 말풍선 반지,
280,한계,스카니아,남,나이트로드,294,모자,폭신 토끼 귀,
281,한계,스카니아,남,나이트로드,294,눈장식,투명 안경,
282,한계,스카니아,남,나이트로드,294,한벌옷,바닐라 푸딩,스페셜라벨
283,한계,스카니아,남,나이트로드,294,신발,투명 신발,
284,한계,스카니아,남,나이트로드,294,망토,투명 망토,
285,한계,스카니아,남,나이트로드,294,무기,눈송이 캔디,스페셜라벨
286,한계,스카니아,남,나이트로드,294,반지,쑥쑥 화분 말풍선 반지,
287,셀라스잠수정,루나,남,섀도어,294,모자,투명 모자,
288,셀라스잠수정,루나,남,섀도어,294,얼굴장식,스펙터 가면,
289,셀라스잠수정,루나,남,섀도어,294,상의,백수 트레이닝 상의,
290,셀라스잠수정,루나,남,섀도어,294,하의,운동회 우승팀 하의,
291,셀라스잠수정,루나,남,섀도어,294,신발,투명 신발,
292,셀라스잠수정,루나,남,섀도어,294,장갑,투명 장갑,
293,셀라스잠수정,루나,남,섀도어,294,망토,투명 망토,
294,아욤,루나,여,비숍,294,모자,보송 꿀벌 머리띠,
295,아욤,루나,여,비숍,294,얼굴장식,단감 홍조,
296,아욤,루나,여,비숍,294,귀고리,투명 귀고리,
297,아욤,루나,여,비숍,294,한벌옷,호박조심,
298,아욤,루나,여,비숍,294,신발,반쪽 붕대,스페셜라벨
299,아욤,루나,여,비숍,294,장갑,투명 장갑,
300,아욤,루나,여,비숍,294,망토,푹신 솜꼬리,블랙라벨
301,아욤,루나,여,비숍,294,무기,투명 무기,
302,시눙식,루나,남,호영,294,모자,메이플 노블 크라운,
303,시눙식,루나,남,호영,294,한벌옷,메이플 노블 슈트,
304,시눙식,루나,남,호영,294,신발,메이플 노블 슈즈,
305,시눙식,루나,남,호영,294,망토,메이플 노블 케이프,
306,시눙식,루나,남,호영,294,무기,마스터 어드벤처러 소드,
307,시눙식,루나,남,호영,294,반지,싱크 명찰 반지,
308,시눙식,루나,남,호영,294,반지,싱크 말풍선 반지,
309,반보,이노시스,남,섀도어,294,모자,기억의 늪,
310,반보,이노시스,남,섀도어,294,얼굴장식,인형핑크,
311,반보,이노시스,남,섀도어,294,눈장식,동글이 안경,
312,반보,이노시스,남,섀도어,294,귀고리,투명 귀고리,
313,반보,이노시스,남,섀도어,294,한벌옷,다가간 구원,
314,반보,이노시스,남,섀도어,294,신발,봉인된 기억,
315,반보,이노시스,남,섀도어,294,장갑,투명 장갑,
316,반보,이노시스,남,섀도어,294,망토,속박의 사슬,
317,반보,이노시스,남,섀도어,294,무기,어둠 속 의식,
318,반보,이노시스,남,섀도어,294,반지,메이플 아이돌 명찰 반지,
319,반보,이노시스,남,섀도어,294,반지,혈맹의 반지,
320,반보,이노시스,남,섀도어,294,반지,경험치 부스트 링(15%),
321,반보,이노시스,남,섀도어,294,반지,메이플 아이돌 말풍선 반지,
322,검성OGC,엘리시움,남,히어로,294,모자,투명 모자,
323,검성OGC,엘리시움,남,히어로,294,얼굴장식,바람의 흉터,
324,검성OGC,엘리시움,남,히어로,294,눈장식,투명 안경,
325,검성OGC,엘리시움,남,히어로,294,한벌옷,모험가 히어로 아머,
326,검성OGC,엘리시움,남,히어로,294,신발,모험가 히어로 부츠,
327,검성OGC,엘리시움,남,히어로,294,망토,투명 망토,
328,검성OGC,엘리시움,남,히어로,294,무기,모험가 히어로 소드,
329,검성OGC,엘리시움,남,히어로,294,반지,히어로즈 검은 마법사 명찰 반지,
330,검성OGC,엘리시움,남,히어로,294,반지,히어로즈 검은 마법사 말풍선 반지,
331,검성OGC,엘리시움,남,히어로,294,반지,혈맹의 반지,
332,검성OGC,엘리시움,남,히어로,294,반지,경험치 부스트 링(15%),
333,영준,엘리시움,여,엔젤릭버스터,294,모자,트와일라잇 윙,마스터라벨
334,영준,엘리시움,여,엔젤릭버스터,294,얼굴장식,인형핑크,
335,영준,엘리시움,여,엔젤릭버스터,294,한벌옷,고요한 영혼,마스터라벨
336,영준,엘리시움,여,엔젤릭버스터,294,신발,새벽 여운,마스터라벨
337,영준,엘리시움,여,엔젤릭버스터,294,망토,영혼의 지평선,마스터라벨
338,영준,엘리시움,여,엔젤릭버스터,294,무기,꽃피운 행복,블랙라벨
339,꼴깍,엘리시움,여,듀얼블레이더,294,모자,꽃잎 리본,스페셜라벨
340,꼴깍,엘리시움,여,듀얼블레이더,294,눈장식,매력만쩜,
341,꼴깍,엘리시움,여,듀얼블레이더,294,한벌옷,바나나 푸딩,스페셜라벨
342,꼴깍,엘리시움,여,듀얼블레이더,294,신발,투명 신발,
343,꼴깍,엘리시움,여,듀얼블레이더,294,망토,한여름밤 나비,
344,꼴깍,엘리시움,여,듀얼블레이더,294,무기,투명 무기,
345,꼴깍,엘리시움,여,듀얼블레이더,294,반지,빅토리 명찰 반지,
346,꼴깍,엘리시움,여,듀얼블레이더,294,반지,빅토리 말풍선 반지,
347,중뒹,엘리시움,여,비숍,294,모자,폭신 토끼 귀,
348,중뒹,엘리시움,여,비숍,294,눈장식,낭만 동글이 안경,
349,중뒹,엘리시움,여,비숍,294,한벌옷,폭신 토끼,
350,중뒹,엘리시움,여,비숍,294,신발,별빛 걸음,마스터라벨
351,중뒹,엘리시움,여,비숍,294,망토,러블리 슈가 망토,
352,중뒹,엘리시움,여,비숍,294,무기,동그란 소원,
353,중뒹,엘리시움,여,비숍,294,반지,[BLACKPINK] PINK 말풍선 반지,
354,중뒹,엘리시움,여,비숍,294,반지,[BLACKPINK] PINK 명찰 반지,
355,봉인,제니스,여,"아크메이지(불,독)",294,모자,에델린,스페셜라벨
356,봉인,제니스,여,"아크메이지(불,독)",294,한벌옷,퓨처 스피릿,스페셜라벨
357,봉인,제니스,여,"아크메이지(불,독)",294,신발,별빛 걸음,마스터라벨
358,봉인,제니스,여,"아크메이지(불,독)",294,망토,메이플 에코백,
359,봉인,제니스,여,"아크메이지(불,독)",294,무기,투명 무기,
360,봉인,제니스,여,"아크메이지(불,독)",294,반지,메이플 아이돌 말풍선 반지,
361,봉인,제니스,여,"아크메이지(불,독)",294,반지,메이플 아이돌 명찰 반지,
362,작반,엘리시움,남,팬텀,294,모자,곰돌 스티치 캡,블랙라벨
363,작반,엘리시움,남,팬텀,294,얼굴장식,홍조 깨비깨비,
364,작반,엘리시움,남,팬텀,294,한벌옷,맑은 이슬,마스터라벨
365,작반,엘리시움,남,팬텀,294,신발,투명 신발,
366,작반,엘리시움,남,팬텀,294,망토,타고난 품격,스페셜라벨
367,작반,엘리시움,남,팬텀,294,무기,투명 무기,
368,쩌네이런,베라,남,듀얼블레이더,294,모자,광활한 지식,
369,쩌네이런,베라,남,듀얼블레이더,294,한벌옷,매지컬 로브,
370,쩌네이런,베라,남,듀얼블레이더,294,신발,지식의 흐름,
371,쩌네이런,베라,남,듀얼블레이더,294,망토,신성한 숲의 가호,
372,쩌네이런,베라,남,듀얼블레이더,294,무기,지식의 산물,
373,쩌네이런,베라,남,듀얼블레이더,294,반지,윙마스터 명찰 반지,
374,쩌네이런,베라,남,듀얼블레이더,294,반지,윙마스터 말풍선 반지,
375,이하니,베라,여,엔젤릭버스터,294,무기,[BLACKPINK] 핑크 베놈,
376,이하니,베라,여,엔젤릭버스터,294,반지,싱크 말풍선 반지,
377,이하니,베라,여,엔젤릭버스터,294,반지,싱크 명찰 반지,
378,이하니,베라,여,엔젤릭버스터,294,반지,엔젤릭버스터 명찰 반지,
379,이하니,베라,여,엔젤릭버스터,294,반지,엔젤릭버스터 말풍선 반지,
380,주피터king,루나,남,나이트로드,294,모자,꿈의 항해 모자,
